parameter,limmin,limmax,limminmax,limitCalc_succeeded
S0,-138.34658003452176,138.34658003452176,"(-138.35, 138.35)",True
S1,-292.3187185611065,292.3187185611065,"(-292.32, 292.32)",True
M0,-23.12604109403169,23.12604109403169,"(-23.13, 23.13)",True
M1,-28.458097021435304,28.458097021435304,"(-28.46, 28.46)",True
M2,-48.08588204737177,48.08588204737177,"(-48.09, 48.09)",True
M3,-56.99063207655132,56.99063207655132,"(-56.99, 56.99)",True
M4,-8.575110087642752,8.575110087642752,"(-8.58, 8.58)",True
M5,-24.015202771246855,24.015202771246855,"(-24.02, 24.02)",True
M6,-46.25208218806338,46.25208218806338,"(-46.25, 46.25)",True
M7,-29.907870145794355,29.907870145794355,"(-29.91, 29.91)",True
T0,-1.2870468037235203,1.287046803723519,"(-1.29, 1.29)",True
T1,-0.6070311684968809,0.607031168496881,"(-0.61, 0.61)",True
T2,-1.8554265676194037,1.8554265676194037,"(-1.86, 1.86)",True
T5,-3.278547721865447,3.2785477218654426,"(-3.28, 3.28)",True
T6,-2.7078932473106434,2.7078932473106434,"(-2.71, 2.71)",True
T7,-6.954663842423682,6.954663842423676,"(-6.95, 6.95)",True
T8,0,0,"(0.00, 0.00)",False
T9,0,0,"(0.00, 0.00)",False
